(123, 0.39212500766028036)
(124, 0.42650335694299774)
(125, 0.4857959907355074)
(126, 0.5539507788438847)
(127, 0.6386216460701731)
(128, 0.7167342134932421)
(129, 0.7871505809720023)
(130, 0.8639503843817076)
(131, 0.9288351942950401)
(132, 0.984486566187291)
(133, 1.037330634926793)
(134, 1.0890219641963452)
(135, 1.1390931677707443)
(136, 1.1707137678773518)
(137, 1.1983601040509295)
(138, 1.2219847885484516)
(139, 1.240212405823597)
(140, 1.2474960431070432)
(141, 1.250137971790084)
(142, 1.244138018713752)
(143, 1.228195835618249)
(144, 1.1983204239861889)
(145, 1.1572221983196593)
(146, 1.1054701116275603)
(147, 1.0488285103612462)
(148, 0.9821945867960967)
(149, 0.9125479027689614)
(150, 0.8428971769447493)
(151, 0.7932667496503083)
(152, 0.7624989918793734)
(153, 0.7724962184137523)
(154, 0.7983144027439852)
(155, 0.8599123641395475)
(156, 0.9244234365863977)
(157, 1.0007091252986449)
(158, 1.0715320179245238)
(159, 1.1372831600840276)
(160, 1.1870012977431106)
(161, 1.222889809798383)
(162, 1.2534644695948023)
(163, 1.2746880799006366)
(164, 1.2850501819143783)
(165, 1.2790540756850277)
(166, 1.2805509332843272)
(167, 1.2619740196456735)
(168, 1.2402634182374197)
(169, 1.1985149069595984)
(170, 1.1558567515677434)
(171, 1.1033259506787283)
(172, 1.045026426273348)
(173, 0.9864537099434479)
(174, 0.915067307321123)
(175, 0.839465813779503)
(176, 0.7560939379311906)
(177, 0.6669236951341757)
(178, 0.568968397074635)
(179, 0.4823522793753389)
(180, 0.3870664314018844)
(181, 0.3054634216813265)
(182, 0.2539365048570843)
(183, 0.26130109106489363)
(184, 0.32033947212152664)
(185, 0.39567573771064957)
(186, 0.49158386196019727)
(187, 0.581904813235003)
(188, 0.6740595962193081)
(189, 0.7638958556044886)
(190, 0.8445989480221303)
(191, 0.9159468161697072)
(192, 0.9832801800726791)
(193, 1.0441387080930238)
(194, 1.0935580179112743)
(195, 1.1406014371076731)
(196, 1.1823995540853471)
(197, 1.2151285604364965)
(198, 1.239586246173359)
(199, 1.2602885516373556)
(200, 1.27347688686426)
(201, 1.2767602280496226)
(202, 1.2715454162397108)
(203, 1.2653615127175042)
(204, 1.2457318473159311)
(205, 1.2113729423673374)
(206, 1.1663682606878554)
(207, 1.1112482813033082)
(208, 1.0338306764045475)
(209, 0.9443620004239185)
(210, 0.8523838742162426)
(211, 0.7683377884900925)
(212, 0.7030272674174294)
(213, 0.6836919857507963)
(214, 0.7320443478172485)
(215, 0.8019772866875713)
(216, 0.9007664206802712)
(217, 0.9974933332408087)
(218, 1.082810800940091)
(219, 1.153694116038316)
(220, 1.2144458665684046)
(221, 1.2612808457605198)
(222, 1.2973061499979501)
(223, 1.3226449036212977)
(224, 1.334687911353868)
(225, 1.3360141093660989)
(226, 1.3405606232443532)
(227, 1.3253859968285602)
(228, 1.3045742290984246)
(229, 1.272129280872828)
(230, 1.2278234919661828)
(231, 1.1743173181472082)
(232, 1.1175549602875126)
(233, 1.0474073886805093)
(234, 0.972298348383798)
(235, 0.8931478345200753)
(236, 0.807428677160275)
(237, 0.7053763718733547)
(238, 0.5982914492616708)
(239, 0.4804215283374991)
(240, 0.3476371941774696)
(241, 0.22050318365759647)
(242, 0.14543957383620826)
(243, 0.1428470319142988)
(244, 0.1978875442037729)
(245, 0.2992981318471766)
(246, 0.38361357268222424)
(247, 0.4840880839271033)
(248, 0.5846420073804357)
(249, 0.6897391953437552)
(250, 0.7755322386087076)
(251, 0.8544534676891798)
(252, 0.9297632056245146)
(253, 1.001404875852488)
(254, 1.0615336391856076)
(255, 1.1186487780626537)
(256, 1.1688676741478103)
(257, 1.206858393773558)
(258, 1.2363431612402098)
(259, 1.2572785642809636)
(260, 1.2731730294453152)
(261, 1.2776246496167074)
(262, 1.279639829222036)
(263, 1.2720187474072693)
(264, 1.257241175930577)
(265, 1.2276900901546877)
(266, 1.1899494425880521)
(267, 1.1354019156155006)
(268, 1.0687277748491233)
(269, 0.9801818582292596)
(270, 0.879577923397414)
(271, 0.7868506932533027)
(272, 0.7096046944301535)
(273, 0.668813742964382)
(274, 0.6740208287249292)
(275, 0.720904916455168)
(276, 0.8016023286518736)
(277, 0.8925682489413215)
(278, 0.9923935485715635)
(279, 1.0807751818624054)
(280, 1.1542396416431948)
(281, 1.2132893714577717)
(282, 1.2631873004853318)
(283, 1.2974094977556359)
(284, 1.3269546300025308)
(285, 1.340471831146733)
(286, 1.3501062672787494)
(287, 1.3462099094718165)
(288, 1.335765594850072)
(289, 1.3112862521038218)
(290, 1.2731245536987006)
(291, 1.2404161455618299)
(292, 1.1940212249333177)
(293, 1.1381792426857096)
(294, 1.0726116016045935)
(295, 0.9962659979079186)
(296, 0.9095335005255515)
(297, 0.8210301639152608)
(298, 0.7229660728742816)
(299, 0.6120551533772428)
(300, 0.4937417691650332)
(301, 0.3656631045360614)
(302, 0.27435121200171375)
(303, 0.20696104897029097)
(304, 0.19621470545032843)
(305, 0.23118305069263756)
(306, 0.3103415155008301)
(307, 0.4004821224425281)
(308, 0.5018364003589524)
(309, 0.59953347645856)
(310, 0.7026606209260369)
(311, 0.7867721983992562)
(312, 0.8603931778448909)
(313, 0.9334857402072959)
(314, 1.0004321203162172)
(315, 1.0603902568760764)
(316, 1.114313369489187)
(317, 1.1540582415824858)
(318, 1.195890234225293)
(319, 1.2298679795025806)
(320, 1.257972685336794)
(321, 1.2786019356341172)
(322, 1.2867107605900945)
(323, 1.2961204382080818)
(324, 1.2932678429639588)
(325, 1.2699236122307278)
(326, 1.2413769306548232)
(327, 1.1956725658979588)
(328, 1.137937627192501)
(329, 1.071988060658699)
(330, 0.9808208326194904)
(331, 0.9099589756791888)
(332, 0.8300714371872236)
(333, 0.7670140915436058)
(334, 0.7414900134533854)
(335, 0.7443711772041484)
(336, 0.7748720370539564)
(337, 0.840779774747265)
(338, 0.9271438348790967)
(339, 1.0066669569233573)
(340, 1.0862704662007006)
(341, 1.1564096577620602)
(342, 1.2123533089112384)
(343, 1.2486579384048997)
(344, 1.2863093172086308)
(345, 1.302822624968184)
(346, 1.3195493209046223)
(347, 1.3272698226474269)
(348, 1.3276616289936591)
(349, 1.317623295316966)
(350, 1.2884499136172267)
(351, 1.2632108427054949)
(352, 1.2205472627631013)
(353, 1.1783998863626877)
(354, 1.1287437086197851)
(355, 1.0662432629050247)
(356, 0.9953518517554879)
(357, 0.9124151393006674)
(358, 0.827442519124403)
(359, 0.7229094974551583)
(360, 0.6123297762497659)
(361, 0.49802165697600054)
(362, 0.39780695648053516)
(363, 0.30701819741225767)
(364, 0.2616171732226325)
(365, 0.26901157901370515)
(366, 0.3116387305844195)
(367, 0.3714843829149119)
(368, 0.46137182939035487)
(369, 0.5474873443561562)
(370, 0.6355431174604654)
(371, 0.7225135627252973)
(372, 0.7968995093447266)
(373, 0.8762723963265796)
(374, 0.9489148878532714)
(375, 1.0119153476232734)
(376, 1.0643736616640125)
(377, 1.1194179317619573)
(378, 1.163824598291578)
(379, 1.2000802979402032)
(380, 1.2341243624673242)
(381, 1.2617707127189346)
(382, 1.279747280238528)
(383, 1.2883845491016348)
(384, 1.284734834629495)
(385, 1.2787219122155198)
(386, 1.2601296384188394)
(387, 1.2283752373687489)
(388, 1.1879563656828298)
(389, 1.1330555390815173)
(390, 1.0551636341636952)
(391, 0.9762560715131913)
(392, 0.9036449813075571)
(393, 0.8252954025070125)
(394, 0.7823901095755641)
(395, 0.7496180018660963)
(396, 0.75205946933949)
(397, 0.7912582827450321)
(398, 0.8696398482223477)
(399, 0.9528736774099369)
(400, 1.038989568295578)
(401, 1.1213074915249914)
(402, 1.1916982659255466)
(403, 1.2469855613027185)
(404, 1.2858253311123329)
(405, 1.317972646041093)
(406, 1.3290967582839361)
(407, 1.3459632345487766)
(408, 1.344314640795049)
(409, 1.336362810239247)
(410, 1.316446609506055)
(411, 1.2887179316297068)
(412, 1.2523397960604652)
(413, 1.2137335663086553)
(414, 1.1628968153886383)
(415, 1.098543129160904)
(416, 1.0279889253683978)
(417, 0.9578989217153747)
(418, 0.878976480797846)
(419, 0.796193890026516)
(420, 0.6923094892184699)
(421, 0.586484339748113)
(422, 0.488827825240746)
(423, 0.3938420847377448)
(424, 0.3171562833929723)
(425, 0.2688148433727217)
(426, 0.2728171854206076)
(427, 0.3131017751425398)
(428, 0.3869572766833748)
(429, 0.475795887649962)
(430, 0.5735009555561567)
(431, 0.6698651197087632)
(432, 0.7471321015465808)
(433, 0.8353393622869094)
(434, 0.9124130544307766)
(435, 0.9766439737452077)
(436, 1.0342235769645638)
(437, 1.0916258291915606)
(438, 1.1427047656927944)
(439, 1.182144582704499)
(440, 1.2149308143188415)
(441, 1.244692755427032)
(442, 1.2735412479586228)
(443, 1.2850178688168512)
(444, 1.292619747506435)
(445, 1.2895933608021881)
(446, 1.2794550781438998)
(447, 1.2562948995032477)
(448, 1.2186359150448012)
(449, 1.168782493877599)
(450, 1.1041735836289943)
(451, 1.021437999114598)
(452, 0.9396507403789268)
(453, 0.8588805936099153)
(454, 0.786372145672658)
(455, 0.7254176716509518)
(456, 0.6987460367279681)
(457, 0.7390501026948051)
(458, 0.793960944881894)
(459, 0.8783373303849257)
(460, 0.9689483420970281)
(461, 1.0519056489370417)
(462, 1.125001430873814)
(463, 1.1920568280260389)
(464, 1.2453398006529444)
(465, 1.282772303953306)
(466, 1.3119457733116742)
(467, 1.3234046694917574)
(468, 1.3328379661086578)
(469, 1.3345518914618906)
(470, 1.3219540807413372)
(471, 1.3056686251877494)
(472, 1.2777586609635396)
(473, 1.2440413898594793)
(474, 1.1935876431564258)
(475, 1.1414318398870342)
(476, 1.075884392305872)
(477, 1.0058299669199926)
(478, 0.9247162027314754)
(479, 0.8361348558471271)
(480, 0.7447717664423734)
(481, 0.6288917346255221)
(482, 0.5183162606480399)
(483, 0.42585829026177335)
(484, 0.3434498953971992)
(485, 0.26999720059083454)
(486, 0.2361574088870872)
(487, 0.2649709501827446)
(488, 0.32142373109038347)
(489, 0.4093461557280375)
(490, 0.5107995404087212)
(491, 0.6033768193553536)
(492, 0.7009940328034393)
(493, 0.7781384490790466)
(494, 0.8628024910010165)
(495, 0.933592801341781)
(496, 0.9906859063523695)
(497, 1.050736841498112)
(498, 1.1058826725701127)
(499, 1.1504892392879966)
(500, 1.1913779818620558)
(501, 1.2206849143948098)
(502, 1.2459489036904103)
(503, 1.2612588381565928)
(504, 1.274713840616096)
(505, 1.277352295226938)
(506, 1.2684706759430546)
(507, 1.2515503133929953)
(508, 1.2277747527758849)
(509, 1.192925943316536)
(510, 1.1453487060820626)
(511, 1.0829282290270843)
(512, 1.0117191141958837)
(513, 0.9258704023700249)
(514, 0.84103181778786)
(515, 0.7718458370905037)
(516, 0.7283310966337371)
(517, 0.7341249097039843)
(518, 0.7542064836489611)
(519, 0.8237272624724655)
(520, 0.9050755376622739)
(521, 0.9866287526395981)
(522, 1.0706673242401126)
(523, 1.144632356263737)
(524, 1.2129002038931433)
(525, 1.259914390785739)
(526, 1.2917790477584152)
(527, 1.3124725719575694)
(528, 1.3289303350375843)
(529, 1.3346807314959854)
(530, 1.3267049446536006)
(531, 1.316470158601843)
(532, 1.2990072484499553)
(533, 1.2727507394374231)
(534, 1.2305945007430652)
(535, 1.1865223688571296)
(536, 1.1297577759893127)
(537, 1.0638232721078544)
(538, 0.9967077138255406)
(539, 0.9119481195572701)
(540, 0.827924358002465)
(541, 0.7247912589710487)
(542, 0.6236330095466388)
(543, 0.5109769138411984)
(544, 0.3897459441370233)
(545, 0.2819592170102382)
(546, 0.22016113847647797)
(547, 0.21928643438328757)
(548, 0.25603557313297265)
(549, 0.32755778572862626)
(550, 0.4180991657724131)
(551, 0.5135784070227063)
(552, 0.6160375308826292)
(553, 0.7039194841685811)
(554, 0.7797709445578342)
(555, 0.863827756077161)
(556, 0.9363007442576076)
(557, 1.006104358932087)
(558, 1.0690842896048338)
(559, 1.1198467463544728)
(560, 1.16995309739586)
(561, 1.2104136091695563)
(562, 1.2415389677117388)
(563, 1.266785796845704)
(564, 1.2786663506787292)
(565, 1.2869602173247272)
(566, 1.288995706240284)
(567, 1.2804182866158202)
(568, 1.265371724340451)
(569, 1.2287984407134414)
(570, 1.187975626701176)
(571, 1.1337608952307767)
(572, 1.0664448680301561)
(573, 0.9815200818838616)
(574, 0.8936549034727457)
(575, 0.8208805534348182)
(576, 0.7612592035296065)
(577, 0.7361015706013443)
(578, 0.7411808253549009)
(579, 0.7651714473171067)
(580, 0.8447759498429148)
(581, 0.9399622674706564)
(582, 1.0148753158647537)
(583, 1.0916630353147396)
(584, 1.157055142577832)
(585, 1.2164507347869495)
(586, 1.2603353757212639)
(587, 1.2986818097549973)
(588, 1.3251701230779722)
(589, 1.3356078589610354)
(590, 1.3394890486725572)
(591, 1.330008420759981)
(592, 1.31594374521776)
(593, 1.2967484166310639)
(594, 1.2615563581973719)
(595, 1.2182518104908684)
(596, 1.1694971035749133)
(597, 1.1178205065513596)
(598, 1.0521198028211194)
(599, 0.9723880684166358)
(600, 0.8860338709067368)
(601, 0.7951160872720476)
(602, 0.6978248370074138)
(603, 0.586616482711526)
(604, 0.4804642383543888)
(605, 0.39219228972840137)
(606, 0.3163268047425973)
(607, 0.28172083680611226)
(608, 0.2744798578591436)
(609, 0.3011666695426373)
(610, 0.3792268297260951)
(611, 0.4640341471388741)
(612, 0.5526446269842415)
(613, 0.6427439164970877)
(614, 0.7303061063348202)
(615, 0.8172510997337683)
(616, 0.891714394529311)
(617, 0.9531826978198336)
(618, 1.0137384948151296)
(619, 1.073546049886429)
(620, 1.1264833660639004)
(621, 1.1760417757007)
(622, 1.2118946177595058)
(623, 1.2449093064170451)
(624, 1.2715288064980754)
(625, 1.2848183823830202)
(626, 1.2937910936128159)
(627, 1.2975105980168264)
(628, 1.2903756985980603)
(629, 1.2662266741735375)
(630, 1.2356472130861182)
(631, 1.1897813154211727)
(632, 1.1306760450192992)
(633, 1.0574787958113205)
(634, 0.984984263014728)
(635, 0.9062999511389739)
(636, 0.8232171745756544)
(637, 0.7544642742696306)
(638, 0.7323312961397831)
(639, 0.7513317224797139)
(640, 0.8014504824939103)
(641, 0.8737176625215838)
(642, 0.9579117893724068)
(643, 1.0367131736696662)
(644, 1.1195632215258902)
(645, 1.191281147077116)
(646, 1.2452516161470442)
(647, 1.283346555155102)
(648, 1.3185835099813799)
(649, 1.337183579238002)
(650, 1.3408888521849802)
(651, 1.3406972276981781)
(652, 1.3278622131260829)
(653, 1.3121746177561402)
(654, 1.2800562020360424)
(655, 1.2523629211736824)
(656, 1.2021680268646766)
(657, 1.1534466520150535)
(658, 1.0978817119713364)
(659, 1.029322337813968)
(660, 0.9624470061954378)
(661, 0.8818067773666528)
(662, 0.7868397718189105)
(663, 0.6905226242952011)
(664, 0.5800555154899022)
(665, 0.4699460964948857)
(666, 0.3786597666491232)
(667, 0.27809358647337684)
(668, 0.24586303453729125)
(669, 0.26167597789707436)
(670, 0.3213844780285911)
(671, 0.4024142929838395)
(672, 0.47952510982679725)
(673, 0.5698182270887076)
(674, 0.6684685045014492)
(675, 0.7602468438748633)
(676, 0.847300216475648)
(677, 0.9160306898044387)
(678, 0.9784900507204419)
(679, 1.0425809047231034)
(680, 1.0974180773946682)
(681, 1.1481592021811184)
(682, 1.187628120990509)
(683, 1.2180384771755879)
(684, 1.250759346779413)
(685, 1.2692206927128344)
(686, 1.2835160438541964)
(687, 1.2842023591707317)
(688, 1.282311945884314)
(689, 1.265129350369482)
(690, 1.2432665819372002)
(691, 1.212400841791281)
(692, 1.1622772898499516)
(693, 1.101485369771255)
(694, 1.0289227689175378)
(695, 0.9365324867341902)
(696, 0.861389306190676)
(697, 0.8031455501765913)
(698, 0.7512289382557669)
(699, 0.7491741598494002)
(700, 0.780889010097786)
(701, 0.8363270071866239)
(702, 0.9067985402277455)
(703, 0.9915373351757948)
(704, 1.0730306023806349)
(705, 1.1414537400259208)
(706, 1.1988966445273916)
(707, 1.2417162030576627)
(708, 1.2769983286130362)
(709, 1.2989404441954624)
(710, 1.3223150432610915)
(711, 1.3348860429015617)
(712, 1.3425954037727188)
(713, 1.3301558509324962)
(714, 1.3115125363843019)
(715, 1.2790599670862837)
(716, 1.244398808966361)
(717, 1.2040211989372103)
(718, 1.1466486138252767)
(719, 1.0838026680321746)
(720, 1.011808629945146)
(721, 0.9375312058797248)
(722, 0.8468594423856856)
(723, 0.7583948146551005)
(724, 0.6595850943141401)
(725, 0.5529673033651649)
(726, 0.44218053146077424)
(727, 0.3665725343284806)
(728, 0.2998690770773423)
(729, 0.2885686691150685)
(730, 0.3147790186198221)
(731, 0.3617493016206199)
(732, 0.4358396805077404)
(733, 0.530114079970118)
(734, 0.620412303674199)
(735, 0.7067781881332159)
(736, 0.7914829663503848)
(737, 0.8649286673255323)
(738, 0.9319160867581449)
(739, 0.9939850040676889)
(740, 1.050373562193846)
(741, 1.1027964518047035)
(742, 1.1464616856419028)
(743, 1.1940030384218616)
(744, 1.231509852754949)
(745, 1.2552968925678405)
(746, 1.2752263030175586)
(747, 1.2877110973617334)
(748, 1.2919693247132065)
(749, 1.2874487550765397)
(750, 1.2709995262968845)
(751, 1.2433382901732037)
(752, 1.2052676633207802)
(753, 1.1636619516634348)
(754, 1.1045588364172403)
(755, 1.0281337617166935)
(756, 0.9502411135966575)
(757, 0.8594478328390135)
(758, 0.797204083298219)
(759, 0.7516785363716079)
(760, 0.7432471076087152)
(761, 0.7705848388439259)
(762, 0.8212339274602316)
(763, 0.907311632043092)
(764, 0.993746435993205)
(765, 1.0775708825615302)
(766, 1.1551443903428518)
(767, 1.2120026766611438)
(768, 1.2542703364951497)
(769, 1.2900392865069061)
(770, 1.317636922516047)
(771, 1.3314472414139427)
(772, 1.3371627086176914)
(773, 1.3348093966744583)
(774, 1.3259191269466049)
(775, 1.301234398532533)
(776, 1.274559901263774)
(777, 1.234720929010438)
(778, 1.1907838476089119)
(779, 1.1309499663805191)
(780, 1.0694382762573618)
(781, 1.0045533804327236)
(782, 0.9330311795067859)
(783, 0.8453866037867314)
(784, 0.7490374844303285)
(785, 0.6369437531750971)
(786, 0.5263272121265505)
(787, 0.43386511052723764)
(788, 0.3366129494492574)
(789, 0.2657518972119651)
(790, 0.24992251268533108)
(791, 0.28747143214661597)
(792, 0.35663987524334817)
(793, 0.43752373704354275)
(794, 0.5289817827644135)
(795, 0.632849875551238)
(796, 0.720874817256012)
(797, 0.8070959138304419)
(798, 0.8821415674053358)
(799, 0.9551409477232363)
(800, 1.0125122132758562)
(801, 1.0729626258293017)
(802, 1.1227143636317272)
(803, 1.1665551955989848)
(804, 1.2060110697975908)
(805, 1.2362329374406724)
(806, 1.2624012686110868)
(807, 1.2781762410383275)
(808, 1.284448462098351)
(809, 1.2872096526190766)
(810, 1.282746089615498)
(811, 1.27079752789502)
(812, 1.241437984689442)
(813, 1.1998451015957179)
(814, 1.1496067843595568)
(815, 1.0898011794296583)
(816, 1.0016750218941548)
(817, 0.9222138252500067)
(818, 0.8317869470444825)
(819, 0.7633575151608015)
(820, 0.7163251255338138)
(821, 0.7122273094427869)
(822, 0.765762580509787)
(823, 0.8386288520409855)
(824, 0.9176696774419264)
(825, 1.011954175998394)
(826, 1.0952966230031762)
(827, 1.1605574042777407)
(828, 1.2150216928273598)
(829, 1.2613508640578757)
(830, 1.3022007099584216)
(831, 1.3209063270478603)
(832, 1.3365485431730457)
(833, 1.3410835117091142)
(834, 1.3357958995846833)
(835, 1.3232606996176117)
(836, 1.2912063496978463)
(837, 1.262650694590124)
(838, 1.225783016069079)
(839, 1.1772510583805003)
(840, 1.1202991559829356)
(841, 1.0497938602122308)
(842, 0.9744470703152284)
(843, 0.8856292646814999)
(844, 0.796851437527062)
(845, 0.699913153972522)
(846, 0.5901813363925306)
(847, 0.46138110439706437)
(848, 0.35445038615204827)
(849, 0.25467644874969725)
(850, 0.19323599997395238)
(851, 0.2024837542405722)
(852, 0.2511920675968532)
(853, 0.3493883114552382)
(854, 0.45189674292788384)
(855, 0.5553531462235337)
(856, 0.6497323573347832)
(857, 0.7396479040166255)
(858, 0.8233108246966927)
(859, 0.9021529435577943)
(860, 0.9697507715934731)
(861, 1.0327580627912236)
(862, 1.092851104215207)
(863, 1.1373992245663884)
(864, 1.1804021956342305)
(865, 1.210196673654435)
(866, 1.2438684028097076)
(867, 1.2727363470794137)
(868, 1.2878062224477294)
(869, 1.2942668642402615)
(870, 1.293682489754946)
(871, 1.2799033352074582)
(872, 1.2562192887951882)
(873, 1.2270186030728667)
(874, 1.1864145169742861)
(875, 1.1304048736744639)
(876, 1.059401527367158)
(877, 0.9806079262136852)
(878, 0.8967192155054693)
(879, 0.8213448794585314)
(880, 0.776117842592183)
(881, 0.7464923443718124)
(882, 0.7686653739178084)
(883, 0.8195639372350505)
(884, 0.9008794667137001)
(885, 0.9813764957435556)
(886, 1.0549427066846881)
(887, 1.1305177513323867)
(888, 1.1800017253822463)
(889, 1.228810424930546)
(890, 1.2712209959949532)
(891, 1.301619650734206)
(892, 1.3236018466046036)
(893, 1.338463991401611)
(894, 1.3323430799492784)
(895, 1.3266312187613527)
(896, 1.3109425901525156)
(897, 1.2844232251502437)
(898, 1.246153029119626)
(899, 1.2032672278124021)
(900, 1.1520283009404753)
(901, 1.0969272889611474)
(902, 1.031878929993051)
(903, 0.9518929902797444)
(904, 0.8715560614645225)
(905, 0.7772161152502819)
(906, 0.6794452275765197)
(907, 0.5780690809702735)
(908, 0.463286767722223)
(909, 0.3618658467944544)
(910, 0.310504094436422)
(911, 0.28299524007246)
(912, 0.3002507676945682)
(913, 0.3540350467360914)
(914, 0.433886881753275)
(915, 0.5137604232779782)
(916, 0.6025755334509909)
(917, 0.6986797174367535)
(918, 0.7843519200770747)
(919, 0.85845182984945)
(920, 0.9355505118482812)
(921, 0.9977388606827905)
(922, 1.0545643331721777)
(923, 1.1058811602272154)
(924, 1.1540406775327987)
(925, 1.188829605755723)
(926, 1.2277408143681094)
(927, 1.2498806595291865)
(928, 1.2720143693119301)
(929, 1.2865373360945476)
(930, 1.285852246002821)
(931, 1.2791215254853283)
(932, 1.2674617380138433)
(933, 1.2433665363727398)
(934, 1.2108833893667987)
(935, 1.1711107481423315)
(936, 1.0982982845495095)
(937, 1.0264335244786333)
(938, 0.9469625614313885)
(939, 0.8716749885380455)
(940, 0.8161512625939276)
(941, 0.7814368790252025)
(942, 0.7680207715605755)
(943, 0.785785192477638)
(944, 0.8381710513364178)
(945, 0.8952244204085649)
(946, 0.9827038695339745)
(947, 1.0661608071563151)
(948, 1.1416712543744603)
(949, 1.2072814887801488)
(950, 1.2573937249049167)
(951, 1.2936543612717184)
(952, 1.3176230591887337)
(953, 1.3365620623070564)
(954, 1.3434303338757652)
(955, 1.3393017473272315)
(956, 1.3301734943489851)
(957, 1.313456146030364)
(958, 1.2801966766114423)
(959, 1.2490423314287151)
(960, 1.205076215835126)
(961, 1.1540435309742094)
(962, 1.0893924900095466)
(963, 1.0169931856021337)
(964, 0.9395077144282182)
(965, 0.8564090736937631)
(966, 0.7582772703795417)
(967, 0.6546355350102782)
(968, 0.554968883106564)
(969, 0.45532017566561583)
(970, 0.38336655320346047)
(971, 0.32629768286470984)
(972, 0.29671314268450966)
(973, 0.305939866390029)
(974, 0.35896490157292804)
(975, 0.43375813317799705)
(976, 0.5264266426746503)
(977, 0.6128260542680897)
(978, 0.7021189323281847)
(979, 0.7872347299588608)
(980, 0.8649746621310742)
(981, 0.9385989591760904)
(982, 0.9997381313476406)
(983, 1.06193122921482)
(984, 1.1135811891608245)
(985, 1.1607308978865307)
(986, 1.2009857613161092)
(987, 1.2352939037739976)
(988, 1.270389096960504)
(989, 1.2897206755667439)
(990, 1.297040908657964)
(991, 1.299665263464958)
(992, 1.296745465450879)
(993, 1.276673337443066)
(994, 1.2552995926375137)
(995, 1.217636695412219)
(996, 1.164041267195797)
(997, 1.0965472831781211)
(998, 1.017591308356927)
(999, 0.9247276965297954)
(1000, 0.8411699623652324)
(1001, 0.7807348159121376)
(1002, 0.7424864013213084)
(1003, 0.733795380134254)
(1004, 0.7641763135514575)
(1005, 0.8241334036891917)
(1006, 0.9095387616085042)
(1007, 0.9913204729934822)
(1008, 1.0790799325283689)
(1009, 1.1472263078591254)
(1010, 1.2174121598530239)
(1011, 1.2663344206991807)
